coral_number,site,habitat,transect,taxa,x,y,z,year,length,width,height,observer,note,note_extra,fusion_group,fission_group,growth_ratio,dynamics
4569,LTER4,BR,T01,Por,1.54,81,81,2015,5.9,5.4,4.0999999999999996,MK,Fu3,NA,3,NA,2.0263157894736845,"fusion,growth"
4572,LTER4,BR,T01,Por,1.55,76,81,2015,10.3,7.5,6.8,MK,Fu4,NA,4,NA,2.86046511627907,"fusion,growth"
4589,LTER4,BR,T01,Por,1.72,78,74,2014,12.1,6.9,8.8000000000000007,MK,Fu3,NA,3,NA,2.9574468085106385,"fusion,growth"
4634,LTER4,BR,T01,Por,2.3,23,10,2016,13.5,4.8,5.5,MK,Fu1,NA,1,NA,5.534883720930232,"fusion,growth"
4646,LTER4,BR,T01,Por,2.42,1,7,2016,13.7,6.7,2.5,MK,Fu2,NA,2,NA,1.1804123711340206,"fusion,growth"
4656,LTER4,BR,T01,Por,3,95,21,2022,36.700000000000003,39.200000000000003,20.2,MK,FU1,NA,1,NA,2.396508728179551,"fusion,growth"
4701,LTER4,BR,T01,Por,4.72,46,10,2014,12.1,3.7,6,MK,Fu1,NA,1,NA,1.2823529411764707,"fusion,growth"
4703,LTER4,BR,T01,Por,4.72,100,29,2016,52.5,18.7,42,MK,Fu3,NA,3,NA,1.1658084449021626,"fusion,growth"
4738,LTER4,BR,T02,Por,0.07,64,65,2014,8,6,2,HSL,Fu1,NA,1,NA,2.2857142857142856,"fusion,growth"
4746,LTER4,BR,T02,Por,0.17,80,74,2020,95,58,110,EW,UK,Fu1,1,NA,13.487179487179487,"fusion,growth"
4779,LTER4,BR,T02,Acr,2.39,50,50,2015,3,5.2,4.5999999999999996,CA,Fu1,NA,1,NA,1.2799999999999998,"fusion,growth"
4785,LTER4,BR,T02,Por,2.5,2,42,2021,28,8.8000000000000007,14.7,MK,Fu1,NA,1,NA,2.641025641025641,"fusion,growth"
4795,LTER4,BR,T02,Por,2.65,14,60,2019,44,22,29,EW,UK,Fu1,1,NA,1.0052910052910051,"fusion,growth"
4830,LTER4,BR,T02,Por,3.07,20,64,2014,4.3,2.8,1.7,HSL,Fu3,NA,3,NA,2.1999999999999997,"fusion,growth"
4830,LTER4,BR,T02,Por,3.07,20,64,2015,10.5,4.5999999999999996,3.1,CA,Fu4,NA,4,NA,2.0681818181818183,"fusion,growth"
4883,LTER4,BR,T02,Por,3.9,91,90,2014,17,16,10,HSL,Fu4,NA,4,NA,1.1025641025641026,"fusion,growth"
4886,LTER4,BR,T02,Por,4.08,84,100,2014,23,20,17,HSL,Fu5,NA,5,NA,17.142857142857142,"fusion,growth"
4906,LTER4,BR,T02,Por,4.4,37,35,2014,68,66,66,HSL,Fu6,NA,6,NA,1.1695906432748535,"fusion,growth"
4907,LTER4,BR,T02,Por,4.4,50,50,2020,98,50,30,EW,UK,Fu2,2,NA,2.057803468208093,"fusion,growth"
4918,LTER4,BR,T02,Por,4.75,24,54,2021,43.2,40.5,44.5,MK,Fu3,NA,3,NA,6.253658536585365,"fusion,growth"
4919,LTER4,BR,T02,Por,4.75,44,100,2020,34,24,40,EW,UK,Fu3,3,NA,5.297297297297297,"fusion,growth"
4937,LTER4,BR,T03,Por,0.2,18,45,2019,51.5,43.1,31.1,UK,UK,Fu1,1,NA,1.1638888888888888,"fusion,growth"
4937,LTER4,BR,T03,Por,0.2,18,45,2020,55.2,43.5,43.5,HSL,UK,Fu1,1,NA,1.1312649164677804,"fusion,growth"
4940,LTER4,BR,T03,Por,0.21,62,80,2014,31.1,11,4.5,EW,Fu1,NA,1,NA,4.052173913043478,"fusion,growth"
4941,LTER4,BR,T03,Por,0.24,43,60,2019,17,22,10,UK,UK,Fu2,2,NA,2.6486486486486487,"fusion,growth"
4951,LTER4,BR,T03,Por,0.28,60,60,2021,30,32.5,22.6,HSL,Fu1,NA,1,NA,6.753968253968253,"fusion,growth"
4963,LTER4,BR,T03,Por,0.35,89,25,2019,68,37.200000000000003,30.5,EW,UK,Fu3,3,NA,1.1141215106732347,"fusion,growth"
4966,LTER4,BR,T03,Por,0.4,18,13.9,2020,38.5,26,17.5,HSL,UK,Fu2,2,NA,1.2974683544303798,"fusion,growth"
4981,LTER4,BR,T03,Por,0.83,15,22,2014,7.5,7.9,8.8000000000000007,EW,Fu2,NA,2,NA,3.0250000000000004,"fusion,growth"
4984,LTER4,BR,T03,Por,0.89,8,40,2020,9.5,18,12.5,HSL,UK,Fu3,3,NA,2.0202020202020203,"fusion,growth"
4985,LTER4,BR,T03,Por,0.89,29,28,2016,45.7,27.7,20.3,HSL,Fu1,NA,1,NA,4.39906103286385,"fusion,growth"
5027,LTER4,BR,T03,Por,1.1,20,57,2019,37,30,17,EW,UK,Fu4,4,NA,6.829268292682927,"fusion,growth"
5029,LTER4,BR,T03,Por,1.15,20,26,2015,39,21,15,HSL,Fu1,NA,1,NA,1.3392857142857142,"fusion,growth"
5036,LTER4,BR,T03,Por,1.25,40,0,2021,5,5.3,2.9,HSL,Fu2,NA,2,NA,2.2,"fusion,growth"
5038,LTER4,BR,T03,Por,1.25,61,14,2015,8,8,3,HSL,Fu2,NA,2,NA,3.015873015873016,"fusion,growth"
5043,LTER4,BR,T03,Por,1.3,50,0,2021,8.5,8.3000000000000007,3.5,HSL,Fu3,NA,3,NA,2.7066666666666666,"fusion,growth"
5053,LTER4,BR,T03,Por,1.41,60,30,2016,9.6999999999999993,8.3000000000000007,14.8,HSL,Fu2,NA,2,NA,1.2148148148148148,"fusion,growth"
5064,LTER4,BR,T03,Por,1.53,50,12,2019,18.5,16,18,EW,UK,Fu5,5,NA,3.6206896551724137,"fusion,growth"
5108,LTER4,BR,T03,Por,2.04,35,19,2014,8.8000000000000007,2.9,4.5,EW,Fu3,NA,3,NA,1.1571428571428573,"fusion,growth"
5158,LTER4,BR,T03,Por,3.9,78,3,2020,45,39,45,HSL,UK,Fu4,4,NA,3.169533169533169,"fusion,growth"
5166,LTER4,BR,T03,Por,4.34,80,14,2020,15,19,11,HSL,UK,Fu5,5,NA,1.6071428571428572,"fusion,growth"
5173,LTER4,BR,T03,Acr,4.65,11,15,2016,19,11.8,9.4,HSL,Fu4,NA,4,NA,1.4408602150537635,"fusion,growth"
5197,LTER4,BR,T04,Por,0.9,55,0,2020,5,3,0.6,HSL,UK,Fu1,1,NA,1.2463768115942029,"fusion,growth"
5233,LTER4,BR,T04,Por,1.83,50,21,2015,8.6999999999999993,5.1100000000000003,3.8,CA,Fu1,NA,1,NA,1.9141304347826087,"fusion,growth"
5233,LTER4,BR,T04,Por,1.83,50,21,2019,53,30.5,20,HSL,UK,Fu1,1,NA,1.745362563237774,"fusion,growth"
5241,LTER4,BR,T04,Por,1.95,30,14,2014,41,25,23,HSL,Fu1,NA,1,NA,1.4833333333333334,"fusion,growth"
5253,LTER4,BR,T04,Por,2.15,81,50,2019,45,51,31,HSL,UK,Fu2,2,NA,9.338235294117649,"fusion,growth"
5253,LTER4,BR,T04,Por,2.15,81,50,2021,98,37,36,HSL,Fu1,NA,1,NA,1.5267857142857142,"fusion,growth"
5254,LTER4,BR,T04,Por,2.15,86,47,2014,8,13,2,HSL,Fu2,NA,2,NA,1.7692307692307692,"fusion,growth"
5262,LTER4,BR,T04,Por,2.28,42,25,2015,56,28,27,CA,Fu2,NA,2,NA,1.9473684210526316,"fusion,growth"
5272,LTER4,BR,T04,Por,2.45,36,32,2014,22,8,35,HSL,Fu3,NA,3,NA,5.6521739130434785,"fusion,growth"
5411,LTER4,OR,T01,Acr,2.8,96,4,2015,4.8,3.3,4.8,MK,Fu1,NA,1,NA,2.263157894736842,"fusion,growth"
5499,LTER4,OR,T02,Poc,0.65,3,8.7,2014,25.5,16,8.6999999999999993,EW,Fu1,NA,1,NA,2.15450643776824,"fusion,growth"
5554,LTER4,OR,T02,Mil,1.75,43,30,2015,96,52,40.700000000000003,CA,Fu1,NA,1,NA,1.3468950749464668,"fusion,growth"
5608,LTER4,OR,T03,Acr,0,100,5,2021,31,22.5,20,HSL,Fu1,NA,1,NA,1.1666666666666667,"fusion,growth"
5698,LTER4,OR,T03,Acr,2.15,50,0,2021,9,7.7,7,HSL,Fu2,NA,2,NA,5.925,"fusion,growth"
5784,LTER4,OR,T04,Poc,0.73,29,9,2016,12.1,18.899999999999999,11,DC,Fu1,NA,1,NA,1.2537313432835822,"fusion,growth"
5959,LTER5,BR,P10,Acr,3,100,40,2020,68,58,31,HSL,UK,Fu1,1,NA,1.57,"fusion,growth"
6006,LTER5,BR,P02,Poc,4.73,86,40,2014,35.5,15.9,12.4,EW,Fu1,NA,1,NA,1.396061269146608,"fusion,growth"
6072,LTER5,BR,P03,Poc,5,50,70,2019,52,47,40,HSL,UK,Fu1,1,NA,1.0610687022900764,"fusion,growth"
6084,LTER5,BR,P04,Acr,5.24,80,80,2015,56,35,29,HSL,Fu1,NA,1,NA,1.4285714285714286,"fusion,growth"
6088,LTER5,BR,P04,Acr,5.35,45,0,2019,37,14.5,22.5,HSL,UK,Fu1,1,NA,12.333333333333334,"fusion,growth"
6104,LTER5,BR,P05,Por,3.25,30,30,2015,119,115,50,HSL,Fu1,NA,1,NA,1.257193448428508,"fusion,growth"
6157,LTER5,BR,P07,Por,9.6,80,30,2019,80.2,38.5,32.5,HSL,UK,Fu1,1,NA,1.2144578313253012,"fusion,growth"
6179,LTER5,BR,P09,Por,6,5,80,2015,125,140,88,HSL,Fu1,NA,1,NA,2.139393939393939,"fusion,growth"
6228,LTER5,BR,T01,Por,1.12,43,15,2021,12,10.8,13.6,MK,Fu1,NA,1,NA,2.696296296296296,"fusion,growth"
6252,LTER5,BR,T01,Poc,1.3,32,50,2023,61.1,19.7,20.8,MK,FU1,NA,1,NA,1.6050552922590835,"fusion,growth"
6274,LTER5,BR,T01,Por,1.37,79,39,2016,12,6.8,10.3,MK,Fu1,NA,1,NA,1.347222222222222,"fusion,growth"
6274,LTER5,BR,T01,Por,1.37,79,39,2021,19,9.5,13.3,MK,Fu2,NA,2,NA,1.0717948717948718,"fusion,growth"
6309,LTER5,BR,T01,Por,1.5,81,39,2015,7.1,3,3.7,MK,Fu1,NA,1,NA,2.6538461538461537,"fusion,growth"
6311,LTER5,BR,T01,Por,1.5,96,40,2020,15,15,24,EW,UK,fused with non T coral,NA,NA,1.6463414634146345,"fusion,growth"
6314,LTER5,BR,T01,Por,1.52,73,47,2020,22.5,13.5,17,EW,UK,Fu1,1,NA,2.07843137254902,"fusion,growth"
6352,LTER5,BR,T01,Por,1.66,6,96,2016,4.4000000000000004,2.6,2.7,MK,Fu0,NA,0,NA,1.9019607843137252,"fusion,growth"
6359,LTER5,BR,T01,Por,1.7,95,55,2019,36,24,35,EW,UK,Fu1,1,NA,1.043956043956044,"fusion,growth"
6375,LTER5,BR,T01,Por,1.82,29,78,2015,8,4.3,5,MK,Fu2,NA,2,NA,1.5043478260869565,"fusion,growth"
6407,LTER5,BR,T01,Por,2.03,79,57,2016,36.6,22.3,11.5,MK,Fu3,NA,3,NA,1.0602409638554218,"fusion,growth"
6409,LTER5,BR,T01,Por,2.05,65,69,2016,24.7,11.8,19.399999999999999,MK,Fu2,NA,2,NA,2.0780669144981414,"fusion,growth"
6409,LTER5,BR,T01,Por,2.05,65,69,2020,60,20,33,EW,UK,fused with outside T,NA,NA,1.6376811594202898,"fusion,growth"
6424,LTER5,BR,T01,Por,2.43,43,58,2019,29,19,13,EW,UK,Fu3,3,NA,3.505747126436782,"fusion,growth"
6424,LTER5,BR,T01,Por,2.43,43,58,2020,32,18.5,12,EW,UK,Fu2,2,NA,1.024590163934426,"fusion,growth"
6430,LTER5,BR,T01,Por,2.49,33,71,2014,15.2,7.8,14.9,MK,Fu1,NA,1,NA,1.3535714285714284,"fusion,growth"
6433,LTER5,BR,T01,Por,2.55,44,62,2015,13,11.2,6.5,MK,Fu4,NA,4,NA,1.3175965665236051,"fusion,growth"
6433,LTER5,BR,T01,Por,2.55,44,62,2016,18.7,19.399999999999999,12.7,MK,Fu5,NA,5,NA,1.6547231270358305,"fusion,growth"
6434,LTER5,BR,T01,Por,2.55,53,64,2015,17.7,12,11.2,MK,Fu5,NA,5,NA,1.171919770773639,"fusion,growth"
6453,LTER5,BR,T01,Por,2.9,24,61,2014,49.3,33.1,54.2,MK,Fu2,NA,2,NA,1.7694300518134718,"fusion,growth"
6453,LTER5,BR,T01,Por,2.9,24,61,2020,46.5,29,66,EW,UK,Fu3,3,NA,1.0559701492537314,"fusion,growth"
6491,LTER5,BR,T01,Por,4,39,3,2014,9.6999999999999993,8.5,8.9,MK,Fu3,NA,3,NA,1.3219512195121952,"fusion,growth"
6652,LTER5,BR,T02,Por,1.94,61,27,2016,31,14.4,28.1,DC,Fu1,NA,1,NA,2.03601108033241,"fusion,growth"
6670,LTER5,BR,T02,Por,2.3,90,32,2016,6.5,7.5,8.6,DC,Fu2,NA,2,NA,3.587301587301587,"fusion,growth"
6693,LTER5,BR,T02,Por,4.13,95,42,2019,21,22,18,EW,UK,Fu1,1,NA,11.50943396226415,"fusion,growth"
6702,LTER5,BR,T02,Por,4.3,72,25,2019,46,22,35,EW,UK,Fu2,2,NA,1.0957446808510638,"fusion,growth"
6702,LTER5,BR,T02,Por,4.3,72,25,2020,74,39,63,EW,UK,Fu1,1,NA,1.7087378640776698,"fusion,growth"
6702,LTER5,BR,T02,Por,4.3,72,25,2021,80,59.5,52.2,MK,Fu2,NA,2,NA,1.0892045454545454,"fusion,growth"
6731,LTER5,BR,T03,Por,0.82,52,82,2016,11.4,4.2,1.5,HSL,Fu1,NA,1,NA,1.3153846153846156,"fusion,growth"
6757,LTER5,BR,T03,Por,1.14,85,30,2016,11.3,8.5,11,HSL,Fu2,NA,2,NA,3.08,"fusion,growth"
6803,LTER5,BR,T03,Por,3.2,27,60,2021,27.5,22.5,9,HSL,Fu1,NA,1,NA,1.7002881844380402,"fusion,growth"
6813,LTER5,BR,T03,Por,3.58,50,30,2015,37,18,34,HSL,Fu1,NA,1,NA,1.0987654320987654,"fusion,growth"
6841,LTER5,BR,T03,Poc,4.65,65,30,2020,33,29,20,HSL,UK,Fu1,1,NA,2.3098591549295775,"fusion,growth"
6860,LTER5,BR,T04,Por,0.01,58,57,2014,18.5,12.6,13,HSL,Fu1,NA,1,NA,1.1454545454545455,"fusion,growth"
6862,LTER5,BR,T04,Por,0.02,73,50,2020,45,33,19.7,HSL,UK,Fu1,1,NA,1.4961715160796325,"fusion,growth"
6882,LTER5,BR,T04,Por,0.32,41,53,2016,6.4,4.4000000000000004,2.4,HSL,Fu1,NA,1,NA,1.0153846153846156,"fusion,growth"
6918,LTER5,BR,T04,Por,1.16,1,14,2015,48,50,22,HSL,Fu1,NA,1,NA,1.218274111675127,"fusion,growth"
6918,LTER5,BR,T04,Por,1.16,1,14,2019,57.5,81,73.7,HSL,UK,Fu2,2,NA,1.031098153547133,"fusion,growth"
6945,LTER5,BR,T04,Por,2.9,60,20,2021,16,16,23.5,HSL,Fu3,NA,3,NA,2.9210526315789473,"fusion,growth"
6960,LTER5,BR,T04,Por,3.92,83,160,2021,78.8,94.5,118.2,HSL,Fu4,NA,4,NA,10.523465703971118,"fusion,growth"
6990,LTER5,BR,T04,Por,4.9,80,60,2019,35,52,58,HSL,UK,Fu4,4,NA,3.452380952380953,"fusion,growth"
6993,LTER5,BR,T04,Por,5,70,80,2021,15,8.5,23,HSL,Fu,NA,NA,NA,9.6875,"fusion,growth"
7052,LTER5,OR,T01,Poc,0.73,20,0,2021,15.5,15,11.5,HSL,Fu1,NA,1,NA,1.0769230769230769,"fusion,growth"
7192,LTER5,OR,T02,Poc,0.3,75,0,2015,5,6.9,3.4,CA,Fu1,NA,1,NA,2.0958904109589045,"fusion,growth"
7202,LTER5,OR,T02,Poc,0.47,34,0,2016,3,3,3.3,MK,Fu1,NA,1,NA,3.2068965517241383,"fusion,growth"
7397,LTER5,OR,T03,Poc,0.71,80,10,2016,20.3,18.100000000000001,13.9,DC,Fu3,NA,3,NA,1.520348837209302,"fusion,growth"
2632,LTER2,BR,T01,Por,4.75,20,85,2014,102.6,38.299999999999997,89,MK,Fu-Ed,NA,NA,NA,1.277222222222222,"fusion,growth,edge"
2632,LTER2,BR,T01,Por,4.75,20,85,2015,108.8,33.700000000000003,91.8,MK,Fu4-Ed,NA,4,NA,1.0191387559808611,"fusion,growth,edge"
4765,LTER4,BR,T02,Por,1.9,0,12,2016,16,25,16.5,DC,Fu-Ed,NA,NA,NA,4.457364341085271,"fusion,growth,edge"
5666,LTER4,OR,T03,Poc,0.99,85,2,2016,25.5,10.9,9.4,MK,"Fu, Ed",NA,NA,NA,4.58,"fusion,growth,edge"
6446,LTER5,BR,T01,Por,2.72,6,83,2014,42.2,19.399999999999999,26.6,MK,Fu-Ed,NA,NA,NA,4.009090909090909,"fusion,growth,edge"
6453,LTER5,BR,T01,Por,2.9,24,61,2022,108.2,106.5,78.3,MK,"FU, Ed",NA,NA,NA,1.8369905956112853,"fusion,growth,edge"
6469,LTER5,BR,T01,Por,3.3,81,75,2014,15,8.1999999999999993,16.7,MK,Fu-Ed,NA,NA,NA,2.5576923076923075,"fusion,growth,edge"
6678,LTER5,BR,T02,Por,2.5,4,10,2021,39.9,55.3,45,MK,"Fu1, edge",NA,1,NA,1.593181818181818,"fusion,growth,edge"
6681,LTER5,BR,T02,Por,3.4,51,25,2021,97.1,73.3,69.8,MK,"Fu1, edge",NA,1,NA,2.7609195402298847,"fusion,growth,edge"
6924,LTER5,BR,T04,Por,1.19,5,20,2022,36,18,11,HL,"FU, Ed",NA,NA,NA,2.8634361233480177,"fusion,growth,edge"
235,LTER1,BR,P02,Por,8.05,27,0,2016,82.5,36,56,HSL,Fu,NA,NA,NA,0.6685823754789272,"fusion,shrinkage"
479,LTER1,BR,T01,Por,0.2,61,0,2021,6.6,2.4,3.4,MK,Fu1,NA,1,NA,0.3936507936507936,"fusion,shrinkage"
821,LTER1,BR,T02,Por,3.95,35,19,2016,33.1,24.2,16.8,HSL,Fu1,NA,1,NA,0.8449258836944127,"fusion,shrinkage"
821,LTER1,BR,T02,Por,3.95,35,19,2017,32,14.5,8,EW,Fu1,NA,1,NA,0.7354925775978408,"fusion,shrinkage"
904,LTER1,BR,T03,Por,2.53,28,0,2016,14.7,15.3,15.6,HSL,Fu1,NA,1,NA,0.8142857142857143,"fusion,shrinkage"
904,LTER1,BR,T03,Por,2.53,28,0,2018,33,11.2,9.4,AP,NA,Fu1,1,NA,0.878688524590164,"fusion,shrinkage"
1120,LTER1,BR,T04,Por,2.5,42,0,2015,72,39,82.1,CA,Fu3,NA,3,NA,0.7426923076923077,"fusion,shrinkage"
1134,LTER1,BR,T04,Por,2.6,70,45,2018,74,38,19,EW,NA,Fu4,4,NA,0.9562043795620438,"fusion,shrinkage"
1377,LTER1,OR,T01,Poc,0.58,53,2,2021,7.4,3.3,5.3,MK,Fu1,NA,1,NA,0.35555555555555557,"fusion,shrinkage"
1556,LTER1,OR,T02,Poc,0.62,28,7,2015,15.1,6.5,10.199999999999999,CA,Fu1,NA,1,NA,0.8857938718662953,"fusion,shrinkage"
2197,LTER2,BR,P06,Por,1.15,40,26,2021,33.700000000000003,27.5,9.5,HSL,Fu1,NA,1,NA,0.9751724137931036,"fusion,shrinkage"
2201,LTER2,BR,P06,Por,5.6,83,60,2021,11.5,31,31,HSL,Fu1,NA,1,NA,0.926860025220681,"fusion,shrinkage"
2342,LTER2,BR,T01,Por,0.97,50,12,2016,10.1,4.5999999999999996,6.2,MK,Fu1,NA,1,NA,0.9126637554585152,"fusion,shrinkage"
2556,LTER2,BR,T01,Por,3.87,19,89,2020,12,11,5,UK,UK,Fu5,5,NA,0.7887323943661971,"fusion,shrinkage"
2632,LTER2,BR,T01,Por,4.75,20,85,2018,112,37,75,EW,UK,Fu1,1,NA,0.9294605809128632,"fusion,shrinkage"
2741,LTER2,BR,T02,Por,3.8,40,58,2022,3.65,20.7,25.6,MK,FU1,NA,1,NA,0.9832677165354332,"fusion,shrinkage"
2850,LTER2,BR,T03,Por,1,58,60,2020,9.5,6,4,UK,UK,Fu1,1,NA,0.6521739130434782,"fusion,shrinkage"
3424,LTER2,OR,T03,Poc,0.46,55,5,2020,21,11,18,HSL,UK,Fu1,1,NA,0.7518796992481203,"fusion,shrinkage"
4549,LTER4,BR,T01,Por,1.45,81,81,2016,7.3,4,2,MK,Fu2,NA,2,NA,0.6751269035532994,"fusion,shrinkage"
4795,LTER4,BR,T02,Por,2.65,14,60,2021,55.5,17.8,15.5,MK,Fu2,NA,2,NA,0.9548387096774194,"fusion,shrinkage"
4836,LTER4,BR,T02,Por,3.14,37,52,2015,77,43,23,CA,Fu3,NA,3,NA,0.5697211155378487,"fusion,shrinkage"
4907,LTER4,BR,T02,Por,4.4,50,50,2021,80,45,43.5,MK,Fu3,NA,3,NA,0.946629213483146,"fusion,shrinkage"
4963,LTER4,BR,T03,Por,0.35,89,25,2020,22.2,10,12,HSL,UK,Fu7,7,NA,0.3257184966838615,"fusion,shrinkage"
5168,LTER4,BR,T03,Poc,4.48,71,10,2020,19,15,17,HSL,UK,Fu6,6,NA,0.9751434034416826,"fusion,shrinkage"
5864,LTER4,OR,T04,Mil,4.39,23,4,2016,15,12,6.5,DC,Fu2,NA,2,NA,0.8723958333333334,"fusion,shrinkage"
6153,LTER5,BR,P07,Por,7.96,26,65,2021,33,17.5,19,HSL,Fu,NA,NA,NA,0.234006734006734,"fusion,shrinkage"
6162,LTER5,BR,P08,Por,4.5,100,0,2021,30,39,18,HSL,Fu,NA,NA,NA,0.848780487804878,"fusion,shrinkage"
6408,LTER5,BR,T01,Por,2.05,16,98,2015,78.2,59.3,33,MK,Fu3,NA,3,NA,0.7574411372723233,"fusion,shrinkage"
6408,LTER5,BR,T01,Por,2.05,16,98,2016,81.400000000000006,54.7,33,MK,Fu4,NA,4,NA,0.9917888563049856,"fusion,shrinkage"
6408,LTER5,BR,T01,Por,2.05,16,98,2019,55,45,20,EW,UK,Fu2,2,NA,0.9230769230769232,"fusion,shrinkage"
6453,LTER5,BR,T01,Por,2.9,24,61,2016,41.7,27.6,62,MK,Fu6,NA,6,NA,0.948699421965318,"fusion,shrinkage"
6723,LTER5,BR,T03,Poc,0.52,57,75,2021,33,33.5,26.5,HSL,"50% dead, Fu2",NA,2,NA,0.992529348986126,"fusion,shrinkage"
7387,LTER5,OR,T03,Poc,0.6,25,10,2016,20.5,23.6,8.8000000000000007,DC,Fu2,NA,2,NA,0.82398753894081,"fusion,shrinkage"
476,LTER1,BR,T01,Por,0.14,23,74,2014,13.3,12,12,MK,Ed,NA,NA,NA,1.1406727828746177,"growth,edge"
570,LTER1,BR,T01,Poc,1.65,100,40,2015,23.4,14.1,26.1,MK,Ed,NA,NA,NA,1.0079239302694136,"growth,edge"
1211,LTER1,BR,T04,Por,4.46,2,67,2016,10.6,9.9,10.1,DC,Ed,NA,NA,NA,1.4711538461538465,"growth,edge"
1526,LTER1,OR,T02,Poc,0.35,9,34,2015,24.2,16.100000000000001,10.3,CA,Ed,NA,NA,NA,1.5287009063444106,"growth,edge"
1543,LTER1,OR,T02,Poc,0.45,96,13,2015,23.1,16.5,15.9,CA,Ed,NA,NA,NA,1.353658536585366,"growth,edge"
1569,LTER1,OR,T02,Poc,0.67,95,18,2015,19.899999999999999,19.600000000000001,17.5,CA,Ed,NA,NA,NA,1.4921465968586387,"growth,edge"
1858,LTER1,OR,T04,Por,0.57,0,15,2014,9.1999999999999993,3.1,6.8,MK,Ed,NA,NA,NA,1.5279999999999998,"growth,edge"
1894,LTER1,OR,T04,Por,0.8,0,25,2014,5.3,5,3.9,MK,Ed,NA,NA,NA,1.19327731092437,"growth,edge"
1922,LTER1,OR,T04,Por,0.92,0,0,2015,5.0999999999999996,4.5999999999999996,1.6,MK,Ed,NA,NA,NA,1.0865384615384617,"growth,edge"
1980,LTER2,BR,P01,Poc,3.55,100,105,2015,13.4,13.9,13.4,CA,Ed,NA,NA,NA,1.496323529411765,"growth,edge"
2072,LTER2,BR,P02,Poc,4.9,15,60,2015,4.5,5.0999999999999996,4.8,CA,Ed,NA,NA,NA,2.88,"growth,edge"
2077,LTER2,BR,P02,Poc,6.1,98,50,2015,24.8,18.100000000000001,15.2,CA,Ed,NA,NA,NA,1.210416666666667,"growth,edge"
2898,LTER2,BR,T03,Por,2.9,63,47,2017,4,3.5,2,RH,Ed,NA,NA,NA,1.0555555555555556,"growth,edge"
3036,LTER2,BR,T04,Acr,2.83,98,100,2015,19.2,14.6,13.2,CA,Ed,NA,NA,NA,1.3505747126436782,"growth,edge"
3113,LTER2,BR,T04,Poc,4.8,0,30,2015,3.9,3.9,2.9,CA,Ed,NA,NA,NA,3.5666666666666664,"growth,edge"
3146,LTER2,OR,T01,Poc,0.17,99,7.5,2015,7.4,8.6,7,CA,Ed,NA,NA,NA,1.3142857142857145,"growth,edge"
3174,LTER2,OR,T01,Por,0.4,2,9,2015,17.600000000000001,15,12.9,CA,Ed,NA,NA,NA,2.0588235294117645,"growth,edge"
3201,LTER2,OR,T01,Poc,0.65,100,9,2015,9.6,10.4,6.7,CA,Ed,NA,NA,NA,1.3692307692307693,"growth,edge"
3240,LTER2,OR,T01,Acr,1.1,15,13.5,2015,8.1999999999999993,7.4,10.8,CA,Ed,NA,NA,NA,1.6097560975609757,"growth,edge"
3247,LTER2,OR,T01,Mil,2.08,1,17,2015,8.6999999999999993,11.9,11.9,CA,Ed,NA,NA,NA,1.2172284644194755,"growth,edge"
3270,LTER2,OR,T01,Acr,4.63,100,6,2015,12.5,11.1,11.4,CA,Ed,NA,NA,NA,1.3671875,"growth,edge"
3600,LTER2,OR,T04,Poc,1,9,8,2015,16.3,10.6,12.5,MK,Ed,NA,NA,NA,1.3776223776223775,"growth,edge"
3899,LTER4,BR,P01,Por,9.73,75,30,2023,25.7,11.2,8.6,MK,edge,NA,NA,NA,11.375,"growth,edge"
4447,LTER4,BR,T01,Por,0.56,0,69,2014,9.1999999999999993,5.3,6.4,MK,Ed,NA,NA,NA,1.0663265306122447,"growth,edge"
4703,LTER4,BR,T01,Por,4.72,100,29,2022,62,27.3,62.7,MK,FU with edge,NA,NA,NA,1.3058419243986257,"growth,edge"
4765,LTER4,BR,T02,Por,1.9,0,12,2015,3.5,4.5,4.9000000000000004,CA,Ed,NA,NA,NA,1.2169811320754718,"growth,edge"
4787,LTER4,BR,T02,Por,2.6,50,20,2023,38.200000000000003,14.5,28.7,MK,Edge,NA,NA,NA,4.423913043478262,"growth,edge"
4883,LTER4,BR,T02,Por,3.9,91,90,2015,10.6,20,19,CA,Ed,NA,NA,NA,1.1534883720930234,"growth,edge"
5420,LTER4,OR,T01,Acr,3.53,0,11,2016,6.7,4.7,5.8,MK,Ed,NA,NA,NA,1.6862745098039216,"growth,edge"
5430,LTER4,OR,T01,Acr,4.28,93,18,2015,21,18.7,14.8,MK,Ed,NA,NA,NA,1.1645299145299144,"growth,edge"
5499,LTER4,OR,T02,Poc,0.65,3,8.7,2015,25.8,17.899999999999999,16.2,CA,Ed,NA,NA,NA,1.1932270916334664,"growth,edge"
5512,LTER4,OR,T02,Poc,0.77,100,2,2015,7,6.4,4.4000000000000004,CA,Ed,NA,NA,NA,1.5344827586206895,"growth,edge"
5996,LTER5,BR,P02,Por,2.7,90,25,2015,79,50,53,CA,Ed,NA,NA,NA,1.2431693989071038,"growth,edge"
6320,LTER5,BR,T01,Por,1.55,0,77,2014,38.799999999999997,27.1,32.9,MK,Ed,NA,NA,NA,1.1435185185185186,"growth,edge"
6325,LTER5,BR,T01,Por,1.55,96,15,2014,25.9,16.8,29.4,MK,Ed,NA,NA,NA,1.187808896210873,"growth,edge"
