coral_number,site,habitat,transect,taxa,x,y,z,year,length,width,height,observer,note,note_extra,fusion_group,fission_group,growth_ratio,dynamics
6689,LTER5,BR,T02,Poc,3.7,91,40,2016,36.4,33.799999999999997,28,DC,Ed,NA,NA,NA,1.032597266035752,"growth,edge"
7277,LTER5,OR,T02,Acr,2.98,50,2.3,2016,15.7,13.2,12.5,MK,Ed,NA,NA,NA,1.907834101382488,"growth,edge"
7299,LTER5,OR,T02,Acr,4.7,0,3.1,2015,10.3,7.9,6.1,CA,Ed,NA,NA,NA,1.854961832061069,"growth,edge"
7299,LTER5,OR,T02,Acr,4.7,0,3.1,2016,17.8,13.3,10.9,MK,Ed,NA,NA,NA,1.7283950617283947,"growth,edge"
7426,LTER5,OR,T03,Poc,1,9,8,2014,1.9,1.6,1.6,MK,Ed,NA,NA,NA,1.5,"growth,edge"
7426,LTER5,OR,T03,Poc,1,9,8,2015,4,3.4,3.4,MK,Ed,NA,NA,NA,2.11764705882353,"growth,edge"
7428,LTER5,OR,T03,Poc,1,62,5,2014,8.8000000000000007,6.5,6.8,MK,Ed,NA,NA,NA,1.888888888888889,"growth,edge"
7428,LTER5,OR,T03,Poc,1,62,5,2015,15.7,9.5,11.9,MK,Ed,NA,NA,NA,1.6787330316742082,"growth,edge"
7429,LTER5,OR,T03,Poc,1,65,5,2014,4.9000000000000004,3.2,3.3,MK,Ed,NA,NA,NA,1.7538461538461545,"growth,edge"
7447,LTER5,OR,T03,Acr,1.93,99,3,2015,10.199999999999999,7.2,5.3,MK,Ed,NA,NA,NA,2.3163265306122445,"growth,edge"
7477,LTER5,OR,T03_PRE2020,Poc,0,88,6,2014,3,2.7,3.3,EW,Ed,NA,NA,NA,1.4285714285714286,"growth,edge"
7477,LTER5,OR,T03_PRE2020,Poc,0,88,6,2015,3.5,3.4,2.4,CA,Ed,NA,NA,NA,1.0333333333333334,"growth,edge"
7555,LTER5,OR,T03_PRE2020,Mil,4.7,8,13,2015,56,60,40.9,CA,Ed,NA,NA,NA,1.1151385927505333,"growth,edge"
1012,LTER1,BR,T04,Por,0.05,1,30,2016,4.5,6.6,3.1,DC,"Ed, (R), Lo",NA,NA,NA,NA,"recruitment,edge"
1016,LTER1,BR,T04,Por,0.5,100,0,2016,5,6.3,4.0999999999999996,DC,"Ed, (R)",NA,NA,NA,NA,"recruitment,edge"
1029,LTER1,BR,T04,Por,0.75,100,0,2016,1.5,0.3,3.1,DC,"Ed, R",NA,NA,NA,NA,"recruitment,edge"
1190,LTER1,BR,T04,Por,3.45,100,5,2016,11.7,6,7.2,DC,"Ed, (R)",NA,NA,NA,NA,"recruitment,edge"
1204,LTER1,BR,T04,Por,4.11,1,63,2016,3.5,2.9,0.2,DC,"Ed, R",NA,NA,NA,NA,"recruitment,edge"
5413,LTER4,OR,T01,Acr,3.1,0,5,2015,5.4,3.1,3.5,MK,"R,Ed",NA,NA,NA,NA,"recruitment,edge"
5420,LTER4,OR,T01,Acr,3.53,0,11,2015,3.7,2.7,3.8,MK,"R,Ed",NA,NA,NA,NA,"recruitment,edge"
7446,LTER5,OR,T03,Acr,1.9,100,9,2015,1.5,1.4,1.2,MK,"R, Ed",NA,NA,NA,NA,"recruitment,edge"
7519,LTER5,OR,T03_PRE2020,Poc,0.71,98,0,2015,3.6,3.1,2.5,CA,"R, Ed",NA,NA,NA,NA,"recruitment,edge"
7532,LTER5,OR,T03_PRE2020,Poc,0.97,97,3,2016,4.3,3.4,4.7,MK,"R, Ed",NA,NA,NA,NA,"recruitment,edge"
5200,LTER4,BR,T04,Por,0.92,9,0,2016,3.6,5,0.6,UK,"R, Fi1",NA,NA,1,NA,"recruitment,fission"
5202,LTER4,BR,T04,Por,0.95,11,0,2016,3.5,5,0.6,UK,"R, Fi1",NA,NA,1,NA,"recruitment,fission"
495,LTER1,BR,T01,Por,0.74,69,29,2015,1.8,0.9,1.5,MK,R,NA,NA,NA,1.076923076923077,"recruitment,growth"
499,LTER1,BR,T01,Por,0.76,64,37,2015,1.8,0.9,1.5,MK,R,NA,NA,NA,2.1,"recruitment,growth"
505,LTER1,BR,T01,Por,0.8,76,37,2015,2.2999999999999998,0.5,2,MK,R,NA,NA,NA,2.181818181818182,"recruitment,growth"
539,LTER1,BR,T01,Por,1.13,60,8,2015,2.7,1.2,2.2000000000000002,MK,R,NA,NA,NA,1.5250000000000004,"recruitment,growth"
540,LTER1,BR,T01,Por,1.13,64,8,2015,2.9,1.3,2.2000000000000002,MK,R,NA,NA,NA,1.8823529411764703,"recruitment,growth"
566,LTER1,BR,T01,Por,1.51,94,27,2015,1.8,1.1000000000000001,2.1,MK,R,NA,NA,NA,1.0638297872340428,"recruitment,growth"
596,LTER1,BR,T01,Por,2.27,74,6,2016,2.6,1.4,2.2999999999999998,MK,R,NA,NA,NA,1.4318181818181817,"recruitment,growth"
602,LTER1,BR,T01,Por,2.39,40,0,2016,2.8,1.4,2.5,MK,R,NA,NA,NA,1.4255319148936167,"recruitment,growth"
627,LTER1,BR,T01,Por,2.87,57,55,2015,2.7,0.7,2.8,MK,R,NA,NA,NA,1.823529411764706,"recruitment,growth"
636,LTER1,BR,T01,Por,3.01,45,63,2016,2.2999999999999998,0.8,2.1,MK,R,NA,NA,NA,1.1818181818181817,"recruitment,growth"
639,LTER1,BR,T01,Por,3.02,58,50,2015,2.4,1.9,0.8,MK,R,NA,NA,NA,1.5937499999999998,"recruitment,growth"
643,LTER1,BR,T01,Por,3.05,58,48,2015,1.7,0.5,1.6,MK,R,NA,NA,NA,1.0000000000000002,"recruitment,growth"
645,LTER1,BR,T01,Por,3.07,57,45,2015,2.9,0.7,2.2999999999999998,MK,R,NA,NA,NA,2.269230769230769,"recruitment,growth"
2272,LTER2,BR,T01,Por,0.07,46,76,2015,1.7,0.4,0.8,MK,R,NA,NA,NA,1.2083333333333337,"recruitment,growth"
2279,LTER2,BR,T01,Por,0.22,46,71,2016,2.7,2,2.8,MK,R,NA,NA,NA,1.2295081967213115,"recruitment,growth"
2350,LTER2,BR,T01,Por,1.08,94,42,2015,2.4,2.1,2.1,MK,R,NA,NA,NA,1.0476190476190477,"recruitment,growth"
2377,LTER2,BR,T01,Por,2.52,47,29,2015,1.8,0.9,1.8,MK,R,NA,NA,NA,1.0975609756097562,"recruitment,growth"
2389,LTER2,BR,T01,Por,2.68,23,76,2015,1.4,0.6,1.2,MK,R,NA,NA,NA,1.3333333333333333,"recruitment,growth"
2391,LTER2,BR,T01,Por,2.68,86,77,2015,2.4,2.1,1.5,MK,R,NA,NA,NA,1.4285714285714286,"recruitment,growth"
2426,LTER2,BR,T01,Por,2.81,61,73,2015,2.5,2.5,1.8,MK,R,NA,NA,NA,2.72,"recruitment,growth"
2433,LTER2,BR,T01,Por,2.85,32,83,2015,1.4,1.4,0.8,MK,R,NA,NA,NA,1.0909090909090908,"recruitment,growth"
2453,LTER2,BR,T01,Por,2.95,67,103,2015,1.9,0.9,1.7,MK,R,NA,NA,NA,1.7307692307692306,"recruitment,growth"
2464,LTER2,BR,T01,Por,3.01,13,91,2015,2.5,1.7,2.5,MK,R,NA,NA,NA,1.098360655737705,"recruitment,growth"
2466,LTER2,BR,T01,Poc,3.02,21,109,2015,2,1.6,1.5,MK,R,NA,NA,NA,1.108695652173913,"recruitment,growth"
2491,LTER2,BR,T01,Por,3.18,1,109,2015,2.9,1.4,2.2999999999999998,MK,R,NA,NA,NA,2.75,"recruitment,growth"
2601,LTER2,BR,T01,Por,4.3,31,72,2015,2.2999999999999998,2,2.5,MK,R,NA,NA,NA,1.387755102040816,"recruitment,growth"
2611,LTER2,BR,T01,Por,4.48,18,95,2014,1.9,1.9,2.7,MK,R,NA,NA,NA,1.0833333333333333,"recruitment,growth"
2613,LTER2,BR,T01,Por,4.5,28,98,2015,2,0.9,1.3,MK,R,NA,NA,NA,1.4,"recruitment,growth"
4436,LTER4,BR,T01,Por,0.45,20,62,2015,2.5,2.6,1.7,MK,R,NA,NA,NA,1.0303030303030305,"recruitment,growth"
4479,LTER4,BR,T01,Por,0.82,7,55,2015,2.6,1.2,1.8,MK,R,NA,NA,NA,1.0769230769230769,"recruitment,growth"
4481,LTER4,BR,T01,Por,0.82,27,19,2015,2.2999999999999998,1.5,2.2000000000000002,MK,R,NA,NA,NA,1.7142857142857142,"recruitment,growth"
4511,LTER4,BR,T01,Por,1.22,84,66,2015,2.2000000000000002,0.8,2,MK,R,NA,NA,NA,1.7241379310344829,"recruitment,growth"
4512,LTER4,BR,T01,Por,1.23,83,67,2015,1.8,0.9,1.2,MK,R,NA,NA,NA,1.21875,"recruitment,growth"
4521,LTER4,BR,T01,Por,1.28,59,54,2015,2.7,1.7,3,MK,R,NA,NA,NA,1.0571428571428572,"recruitment,growth"
4526,LTER4,BR,T01,Por,1.29,52,37,2015,1.3,0.4,0.9,MK,R,NA,NA,NA,1.368421052631579,"recruitment,growth"
4528,LTER4,BR,T01,Por,1.3,54,50,2015,1.8,0.9,2,MK,R,NA,NA,NA,1.1750000000000005,"recruitment,growth"
4532,LTER4,BR,T01,Por,1.31,87,76,2015,1.1000000000000001,0.9,0.9,MK,R,NA,NA,NA,1.074074074074074,"recruitment,growth"
4557,LTER4,BR,T01,Por,1.5,68,60,2015,2.2000000000000002,1.8,1.1000000000000001,MK,R,NA,NA,NA,1.2142857142857142,"recruitment,growth"
4559,LTER4,BR,T01,Por,1.5,82,81,2016,2.7,2.2999999999999998,2.1,MK,R,NA,NA,NA,1.1833333333333331,"recruitment,growth"
4575,LTER4,BR,T01,Por,1.58,85,82,2016,2.6,1.1000000000000001,1.9,MK,R,NA,NA,NA,1.0769230769230769,"recruitment,growth"
4578,LTER4,BR,T01,Por,1.6,60,73,2015,1.3,0.9,0.4,MK,R,NA,NA,NA,1.04,"recruitment,growth"
4626,LTER4,BR,T01,Por,2.2,24,8,2015,2.2000000000000002,1.3,2.2999999999999998,MK,R,NA,NA,NA,2.32,"recruitment,growth"
4699,LTER4,BR,T01,Por,4.71,41,7,2016,1.6,0.9,0.4,MK,R,NA,NA,NA,1.5263157894736843,"recruitment,growth"
4700,LTER4,BR,T01,Por,4.72,37,8,2016,2.2000000000000002,1.5,2.2999999999999998,MK,R,NA,NA,NA,2.068965517241379,"recruitment,growth"
4742,LTER4,BR,T02,Por,0.14,57,62,2015,2,2.5,2,CA,R,NA,NA,NA,1.0833333333333333,"recruitment,growth"
5145,LTER4,BR,T03,Por,3.63,60,30,2016,3,3,2.5,HSL,R,NA,NA,NA,1.0625,"recruitment,growth"
5224,LTER4,BR,T04,Por,1.78,40,10,2016,1.8,2,1.2,DC,R,NA,NA,NA,1.1111111111111112,"recruitment,growth"
5304,LTER4,BR,T04,Por,3.79,58,1,2015,2,3,1.5,CA,R,NA,NA,NA,1.3,"recruitment,growth"
6229,LTER5,BR,T01,Por,1.13,18,50,2015,2.6,2.5,2.8,MK,R,NA,NA,NA,1.0394736842105263,"recruitment,growth"
6265,LTER5,BR,T01,Por,1.35,5,59,2015,3,2.2999999999999998,2.7,MK,R,NA,NA,NA,1.6666666666666667,"recruitment,growth"
6313,LTER5,BR,T01,Por,1.51,89,47,2015,2.6,1.6,3,MK,R,NA,NA,NA,1.2,"recruitment,growth"
6321,LTER5,BR,T01,Por,1.55,33,67,2015,2,1.2,2.1,MK,R,NA,NA,NA,1.0000000000000002,"recruitment,growth"
6347,LTER5,BR,T01,Por,1.65,4,97,2016,2.9,2.2000000000000002,2.2000000000000002,MK,R,NA,NA,NA,1.1230769230769233,"recruitment,growth"
6351,LTER5,BR,T01,Por,1.65,95,45,2015,3,2,1.5,MK,R,NA,NA,NA,1.2745098039215688,"recruitment,growth"
6357,LTER5,BR,T01,Por,1.7,6,97,2015,2.5,1.5,1.7,MK,R,NA,NA,NA,1.0000000000000002,"recruitment,growth"
6364,LTER5,BR,T01,Por,1.74,80,50,2015,2.9,2.6,2,MK,R,NA,NA,NA,1.0869565217391304,"recruitment,growth"
6381,LTER5,BR,T01,Por,1.86,87,57,2015,1.6,1.5,1.4,MK,R,NA,NA,NA,1.6071428571428572,"recruitment,growth"
6412,LTER5,BR,T01,Por,2.09,54,71,2015,2.6,1.9,2.6,MK,R,NA,NA,NA,1.0289855072463767,"recruitment,growth"
6637,LTER5,BR,T02,Por,1.78,61,9,2015,2.6,2.8,1.4,CA,R,NA,NA,NA,1.5454545454545454,"recruitment,growth"
6655,LTER5,BR,T02,Por,2.01,55,10,2015,1.6,1.7,2.2999999999999998,CA,R,NA,NA,NA,1.1666666666666667,"recruitment,growth"
41,LTER1,BR,P01,Poc,3.17,37,73,2015,0.8,0.5,0.5,MK,R,NA,NA,NA,0.32142857142857145,"recruitment,shrinkage"
53,LTER1,BR,P01,Poc,4,95,24,2014,1.6,1,2,MK,R,NA,NA,NA,0.575,"recruitment,shrinkage"
483,LTER1,BR,T01,Por,0.27,43,52,2016,2.5,1.2,1.4,MK,R,NA,NA,NA,0.8095238095238095,"recruitment,shrinkage"
501,LTER1,BR,T01,Por,0.77,74,30,2015,2.2999999999999998,0.5,2,MK,R,NA,NA,NA,0.9411764705882352,"recruitment,shrinkage"
518,LTER1,BR,T01,Por,0.98,25,8,2016,2.2999999999999998,2,2.6,MK,R,NA,NA,NA,0.4758620689655173,"recruitment,shrinkage"
542,LTER1,BR,T01,Por,1.15,85,30,2016,2.4,0.6,2.2000000000000002,MK,R,NA,NA,NA,0.7222222222222223,"recruitment,shrinkage"
544,LTER1,BR,T01,Por,1.18,92,38,2014,2,0.9,1.1000000000000001,MK,R,NA,NA,NA,0.48780487804878053,"recruitment,shrinkage"
560,LTER1,BR,T01,Por,1.49,90,30,2015,2.2000000000000002,0.6,1.4,MK,R,NA,NA,NA,0.7241379310344828,"recruitment,shrinkage"
582,LTER1,BR,T01,Por,2.08,42,15,2016,1.5,1.8,0.7,MK,R,NA,NA,NA,0.32,"recruitment,shrinkage"
584,LTER1,BR,T01,Por,2.14,48,15,2014,3,0.8,2.8,MK,R,NA,NA,NA,0.825,"recruitment,shrinkage"
585,LTER1,BR,T01,Por,2.14,50,10,2015,0.8,0.6,0.4,MK,R,NA,NA,NA,0.1875,"recruitment,shrinkage"
628,LTER1,BR,T01,Por,2.87,58,53,2015,0.8,0.3,0.6,MK,R,NA,NA,NA,0.6296296296296297,"recruitment,shrinkage"
631,LTER1,BR,T01,Poc,2.95,6,25,2015,2.9,0.5,2.1,MK,R,NA,NA,NA,0.7432432432432432,"recruitment,shrinkage"
637,LTER1,BR,T01,Poc,3.02,43,60,2016,1.4,1.1000000000000001,0.8,MK,R,NA,NA,NA,0.6,"recruitment,shrinkage"
640,LTER1,BR,T01,Por,3.03,62,44,2016,2.7,1.6,0.4,MK,R,NA,NA,NA,0.6438356164383563,"recruitment,shrinkage"
648,LTER1,BR,T01,Por,3.1,55,39,2015,2.9,0.5,2.1,MK,R,NA,NA,NA,0.859375,"recruitment,shrinkage"
657,LTER1,BR,T01,Por,3.67,56,36,2014,2.7,2.4,0.8,MK,R,NA,NA,NA,0.8428571428571427,"recruitment,shrinkage"
659,LTER1,BR,T01,Por,3.69,59,34,2016,2.6,0.3,1.7,MK,R,NA,NA,NA,0.7540983606557377,"recruitment,shrinkage"
673,LTER1,BR,T01,Por,4,35,62,2016,2.2000000000000002,1.4,1.6,MK,R,NA,NA,NA,0.6666666666666667,"recruitment,shrinkage"
680,LTER1,BR,T01,Por,4.3,45,46,2014,2.4,0.9,1.1000000000000001,MK,R,NA,NA,NA,0.619718309859155,"recruitment,shrinkage"
1049,LTER1,BR,T04,Por,1.21,11,43,2015,2,2.2000000000000002,2,CA,R,NA,NA,NA,0.7948717948717948,"recruitment,shrinkage"
1159,LTER1,BR,T04,Por,2.78,10,33,2015,1.5,1.5,1.5,CA,R,NA,NA,NA,0.4945054945054945,"recruitment,shrinkage"
1208,LTER1,BR,T04,Por,4.36,8,65,2015,1.2,0.9,1.1000000000000001,CA,R,NA,NA,NA,0.13333333333333333,"recruitment,shrinkage"
2275,LTER2,BR,T01,Por,0.17,76,136,2014,1.7,2.8,2.2000000000000002,MK,R,NA,NA,NA,0.5775862068965517,"recruitment,shrinkage"
2279,LTER2,BR,T01,Por,0.22,46,71,2014,2.4,0.9,1.9,MK,R,NA,NA,NA,0.753623188405797,"recruitment,shrinkage"
2287,LTER2,BR,T01,Por,0.26,46,64,2014,1.1000000000000001,1.2,0.5,MK,R,NA,NA,NA,0.3218390804597701,"recruitment,shrinkage"
2294,LTER2,BR,T01,Por,0.3,44,73,2015,1.6,0.7,1.9,MK,R,NA,NA,NA,0.6774193548387095,"recruitment,shrinkage"
2351,LTER2,BR,T01,Por,1.09,90,37,2014,2.5,1,2.1,MK,R,NA,NA,NA,0.7272727272727273,"recruitment,shrinkage"
2358,LTER2,BR,T01,Por,1.2,95,45,2014,2.8,1.8,2.2999999999999998,MK,R,NA,NA,NA,0.4859154929577464,"recruitment,shrinkage"
2372,LTER2,BR,T01,Por,1.46,26,37,2016,3,0.9,1.9,MK,R,NA,NA,NA,0.9206349206349206,"recruitment,shrinkage"
2373,LTER2,BR,T01,Por,1.5,21,37,2015,2.8,1.5,2.4,MK,R,NA,NA,NA,0.49629629629629624,"recruitment,shrinkage"
2375,LTER2,BR,T01,Por,1.54,34,37,2016,2.1,1,1,MK,R,NA,NA,NA,0.911111111111111,"recruitment,shrinkage"
2382,LTER2,BR,T01,Por,2.61,25,68,2014,2.8,2.6,1,MK,R,NA,NA,NA,0.9014084507042254,"recruitment,shrinkage"
2385,LTER2,BR,T01,Por,2.65,36,31,2015,2,1.9,0.6,MK,R,NA,NA,NA,0.4128440366972477,"recruitment,shrinkage"
2387,LTER2,BR,T01,Por,2.67,88,82,2015,1.9,1.4,1.3,MK,R,NA,NA,NA,0.9019607843137256,"recruitment,shrinkage"
2397,LTER2,BR,T01,Por,2.7,42,72,2015,2.2000000000000002,1.5,1,MK,R,NA,NA,NA,0.6351351351351351,"recruitment,shrinkage"
2398,LTER2,BR,T01,Por,2.7,47,42,2015,2.5,1.7,0.8,MK,R,NA,NA,NA,0.1736111111111111,"recruitment,shrinkage"
2399,LTER2,BR,T01,Por,2.7,48,66,2014,1.7,0.6,1.1000000000000001,MK,R,NA,NA,NA,0.2481751824817518,"recruitment,shrinkage"
2403,LTER2,BR,T01,Por,2.72,22,45,2015,1.7,1.2,1.4,MK,R,NA,NA,NA,0.6417910447761194,"recruitment,shrinkage"
2405,LTER2,BR,T01,Por,2.72,85,74,2014,1.2,0.6,0.2,MK,R,NA,NA,NA,0.18518518518518515,"recruitment,shrinkage"
2412,LTER2,BR,T01,Por,2.75,87,82,2015,1.1000000000000001,1,0.2,MK,R,NA,NA,NA,0.5227272727272727,"recruitment,shrinkage"
2416,LTER2,BR,T01,Por,2.78,55,19,2015,2.2000000000000002,1.9,2.2999999999999998,MK,R,NA,NA,NA,0.6095238095238095,"recruitment,shrinkage"
2437,LTER2,BR,T01,Por,2.86,60,81,2015,2.7,0.9,2.5,MK,R,NA,NA,NA,0.5258620689655172,"recruitment,shrinkage"
2443,LTER2,BR,T01,Por,2.89,55,89,2015,2,0.5,2,MK,R,NA,NA,NA,0.5232558139534884,"recruitment,shrinkage"
2446,LTER2,BR,T01,Por,2.9,53,91,2014,2.4,1.9,1.6,MK,R,NA,NA,NA,0.5267857142857143,"recruitment,shrinkage"
2446,LTER2,BR,T01,Por,2.9,53,91,2016,2.2999999999999998,2.5,0.9,MK,R,NA,NA,NA,0.9047619047619048,"recruitment,shrinkage"
2448,LTER2,BR,T01,Por,2.91,7,64,2014,1.8,1.4,1.6,MK,R,NA,NA,NA,0.4800000000000001,"recruitment,shrinkage"
2468,LTER2,BR,T01,Por,3.02,62,118,2015,2.1,0.5,1.4,MK,R,NA,NA,NA,0.9756097560975612,"recruitment,shrinkage"
2470,LTER2,BR,T01,Por,3.03,31,126,2016,1.8,0.9,1.5,MK,R,NA,NA,NA,0.5121951219512195,"recruitment,shrinkage"
2474,LTER2,BR,T01,Por,3.05,44,131,2015,2.1,2,2.5,MK,R,NA,NA,NA,0.7586206896551725,"recruitment,shrinkage"
2499,LTER2,BR,T01,Por,3.2,20,119,2015,1.9,0.8,1.6,MK,R,NA,NA,NA,0.5058823529411766,"recruitment,shrinkage"
2509,LTER2,BR,T01,Por,3.27,94,108,2016,1.7,0.9,1.7,MK,R,NA,NA,NA,0.34677419354838707,"recruitment,shrinkage"
2524,LTER2,BR,T01,Por,3.42,82,110,2014,2.9,2.7,2.8,MK,R,NA,NA,NA,0.5675675675675674,"recruitment,shrinkage"
2533,LTER2,BR,T01,Por,3.5,28,126,2015,1.8,2,2.5,MK,R,NA,NA,NA,0.1662269129287599,"recruitment,shrinkage"
2538,LTER2,BR,T01,Por,3.52,98,106,2016,1.6,1.2,2,MK,R,NA,NA,NA,0.5217391304347826,"recruitment,shrinkage"
2557,LTER2,BR,T01,Por,3.9,19,77,2015,2.8,2.6,2.2999999999999998,MK,R,NA,NA,NA,0.35159817351598177,"recruitment,shrinkage"
2573,LTER2,BR,T01,Por,4.1,50,101,2014,1.6,0.5,1.5,MK,R,NA,NA,NA,0.6206896551724137,"recruitment,shrinkage"
2578,LTER2,BR,T01,Por,4.12,53,103,2014,2.2999999999999998,0.4,1.8,MK,R,NA,NA,NA,0.3846153846153847,"recruitment,shrinkage"
2580,LTER2,BR,T01,Por,4.14,44,96,2015,2.1,1,1.4,MK,R,NA,NA,NA,0.6338028169014085,"recruitment,shrinkage"
2581,LTER2,BR,T01,Por,4.14,46,99,2015,2.7,0.8,1.6,MK,R,NA,NA,NA,0.4594594594594594,"recruitment,shrinkage"
2609,LTER2,BR,T01,Por,4.45,20,98,2015,2.8,2.7,2.7,MK,R,NA,NA,NA,0.2671009771986971,"recruitment,shrinkage"
2628,LTER2,BR,T01,Por,4.7,35,100,2014,1.7,0.9,1.2,MK,R,NA,NA,NA,0.3838383838383838,"recruitment,shrinkage"
2636,LTER2,BR,T01,Por,4.78,89,130,2015,2.4,1.4,2.7,MK,R,NA,NA,NA,0.9154929577464788,"recruitment,shrinkage"
2654,LTER2,BR,T01,Por,4.93,38,121,2016,2.1,1.7,2,MK,R,NA,NA,NA,0.8169014084507042,"recruitment,shrinkage"
2659,LTER2,BR,T01,Por,4.96,38,112,2015,1.2,0.7,1.3,MK,R,NA,NA,NA,0.13168724279835392,"recruitment,shrinkage"
2662,LTER2,BR,T01,Por,4.98,24,37,2014,2.6,1.2,1.8,MK,R,NA,NA,NA,0.7671232876712328,"recruitment,shrinkage"
2692,LTER2,BR,T02,Por,0.23,54,61,2015,2,1,1,HSL,R,NA,NA,NA,0.2962962962962963,"recruitment,shrinkage"
2809,LTER2,BR,T03,Por,0.26,90,19,2015,2,2,2,HSL,R,NA,NA,NA,0.6818181818181818,"recruitment,shrinkage"
3856,LTER4,BR,P01,Poc,5.51,95,67,2014,3,2.2999999999999998,1.1000000000000001,EW,R,NA,NA,NA,0.5378151260504203,"recruitment,shrinkage"
4377,LTER4,BR,P09,Acr,8.04,66,65,2016,2.6,1.6,1,DC,R,NA,NA,NA,0.896551724137931,"recruitment,shrinkage"
4378,LTER4,BR,P09,Acr,8.08,64,65,2016,2.2000000000000002,2.5,0.3,DC,R,NA,NA,NA,0.7142857142857143,"recruitment,shrinkage"
4402,LTER4,BR,T01,Por,0.06,53,46,2014,1.2,0.7,0.5,MK,R,NA,NA,NA,0.20869565217391303,"recruitment,shrinkage"
4411,LTER4,BR,T01,Por,0.11,16,83,2015,1.6,0.7,1.6,MK,R,NA,NA,NA,0.8478260869565218,"recruitment,shrinkage"
4427,LTER4,BR,T01,Por,0.32,7,70,2015,3,2.4,2.5,MK,R,NA,NA,NA,0.8777777777777778,"recruitment,shrinkage"
4440,LTER4,BR,T01,Por,0.46,30,51,2015,2.8,2.1,2.2999999999999998,MK,R,NA,NA,NA,0.9729729729729728,"recruitment,shrinkage"
4442,LTER4,BR,T01,Por,0.51,35,26,2016,3,0.9,2.6,MK,R,NA,NA,NA,0.4012345679012345,"recruitment,shrinkage"
4448,LTER4,BR,T01,Por,0.56,14,65,2015,2.6,2,1.5,MK,R,NA,NA,NA,0.8026315789473684,"recruitment,shrinkage"
4463,LTER4,BR,T01,Por,0.7,32,40,2015,2.2999999999999998,1.2,2.1,MK,R,NA,NA,NA,0.5833333333333334,"recruitment,shrinkage"
4467,LTER4,BR,T01,Por,0.74,10,57,2015,1.5,1.4,2.1,MK,R,NA,NA,NA,0.9090909090909092,"recruitment,shrinkage"
4476,LTER4,BR,T01,Por,0.8,14,31,2015,0.9,0.6,1.1000000000000001,MK,R,NA,NA,NA,0.4,"recruitment,shrinkage"
4480,LTER4,BR,T01,Por,0.82,16,30,2015,1.1000000000000001,0.9,0.4,MK,R,NA,NA,NA,0.7272727272727273,"recruitment,shrinkage"
4488,LTER4,BR,T01,Por,0.84,20,21,2015,1.4,0.4,1.5,MK,R,NA,NA,NA,0.5789473684210527,"recruitment,shrinkage"
4509,LTER4,BR,T01,Por,1.2,77,36,2014,2.9,1.7,1.3,MK,R,NA,NA,NA,0.41258741258741255,"recruitment,shrinkage"
4513,LTER4,BR,T01,Por,1.24,66,61,2015,1.1000000000000001,1.1000000000000001,1.6,MK,R,NA,NA,NA,0.95,"recruitment,shrinkage"
4522,LTER4,BR,T01,Por,1.28,82,72,2015,1.2,0.5,1,MK,R,NA,NA,NA,0.9,"recruitment,shrinkage"
4541,LTER4,BR,T01,Por,1.41,47,25,2015,1.7,0.6,1.4,MK,R,NA,NA,NA,0.47435897435897434,"recruitment,shrinkage"
4559,LTER4,BR,T01,Por,1.5,82,81,2014,2.6,2.2999999999999998,1.2,MK,R,NA,NA,NA,0.8970588235294119,"recruitment,shrinkage"
4565,LTER4,BR,T01,Por,1.53,65,59,2015,2.5,1.4,0.9,MK,R,NA,NA,NA,0.7619047619047619,"recruitment,shrinkage"
4568,LTER4,BR,T01,Por,1.54,52,40,2014,2.8,2.2999999999999998,2.5,MK,R,NA,NA,NA,0.8260869565217391,"recruitment,shrinkage"
4575,LTER4,BR,T01,Por,1.58,85,82,2014,2.7,1.4,0.8,MK,R,NA,NA,NA,0.7101449275362318,"recruitment,shrinkage"
4577,LTER4,BR,T01,Por,1.6,57,47,2016,1.3,1.1000000000000001,1.4,MK,R,NA,NA,NA,0.13768115942028988,"recruitment,shrinkage"
4580,LTER4,BR,T01,Por,1.61,70,81,2015,2.5,1.2,1,MK,R,NA,NA,NA,0.4351851851851852,"recruitment,shrinkage"
4634,LTER4,BR,T01,Por,2.3,23,10,2015,2.2000000000000002,1.1000000000000001,1,MK,R,NA,NA,NA,0.6515151515151516,"recruitment,shrinkage"
4637,LTER4,BR,T01,Por,2.32,25,10,2015,0.7,0.4,0.7,MK,R,NA,NA,NA,0.72,"recruitment,shrinkage"
4699,LTER4,BR,T01,Por,4.71,41,7,2014,2.5,1.2,2,MK,R,NA,NA,NA,0.35403726708074534,"recruitment,shrinkage"
4700,LTER4,BR,T01,Por,4.72,37,8,2014,3,0.8,2.8,MK,R,NA,NA,NA,0.7674418604651161,"recruitment,shrinkage"
4719,LTER4,BR,T01,Por,4.85,46,21,2014,2,0.8,1.3,MK,R,NA,NA,NA,0.5942028985507245,"recruitment,shrinkage"
4724,LTER4,BR,T01,Por,4.9,46,18,2015,2,0.7,1.3,MK,R,NA,NA,NA,0.4166666666666667,"recruitment,shrinkage"
4726,LTER4,BR,T01,Por,4.92,24,13,2015,1.9,1.2,1.3,MK,R,NA,NA,NA,0.9565217391304348,"recruitment,shrinkage"
4728,LTER4,BR,T01,Por,4.95,24,13,2015,0.6,0.3,1.1000000000000001,MK,R,NA,NA,NA,0.625,"recruitment,shrinkage"
