coral_number,site,habitat,transect,taxa,x,y,z,year,length,width,height,observer,note,note_extra
3458,LTER4,BR,P1,Poc,1.55,90,22,2019,9,2.5,1.5,JG,NA,NA
3458,LTER4,BR,P1,Poc,1.55,90,22,2020,NA,NA,NA,EW,D,NA
3458,LTER4,BR,P1,Poc,1.55,90,22,2021,NA,NA,NA,NA,NA,NA
3459,LTER4,BR,P1,Poc,1.63,41,81,2013,NA,NA,NA,MK,NA,NA
3459,LTER4,BR,P1,Poc,1.63,41,81,2014,1.5,1.4,0.8,EW,R,NA
3459,LTER4,BR,P1,Poc,1.63,41,81,2015,3.3,3,1,HSL,NA,NA
3459,LTER4,BR,P1,Poc,1.63,41,81,2016,6.2,5.8,2.8,HSL,NA,NA
3459,LTER4,BR,P1,Poc,1.63,41,81,2017,NA,NA,NA,NA,NA,NA
3459,LTER4,BR,P1,Poc,1.63,41,81,2018,NA,NA,NA,EW,D,D
3459,LTER4,BR,P1,Poc,1.63,41,81,2019,NA,NA,NA,JG,NA,NA
3459,LTER4,BR,P1,Poc,1.63,41,81,2020,NA,NA,NA,NA,NA,NA
3459,LTER4,BR,P1,Poc,1.63,41,81,2021,NA,NA,NA,NA,NA,NA
3460,LTER4,BR,P1,Por,1.7,75,60,2013,143.7,75,95.2,MK,NA,NA
3460,LTER4,BR,P1,Por,1.7,75,60,2014,136,70,103.6,EW,NA,NA
3460,LTER4,BR,P1,Por,1.7,75,60,2015,72,42,33,HSL,Fi1,NA
3460,LTER4,BR,P1,Por,1.7,75,60,2016,NA,NA,NA,HSL,NA,NA
3460,LTER4,BR,P1,Por,1.7,75,60,2017,NA,NA,NA,NA,NA,NA
3460,LTER4,BR,P1,Por,1.7,75,60,2018,47.1,32.4,20.7,EW,NA,NA
3460,LTER4,BR,P1,Por,1.7,75,60,2019,55,30,30,JG,NA,Check H
3460,LTER4,BR,P1,Por,1.7,75,60,2020,42,36,30,EW,NA,NA
3460,LTER4,BR,P1,Por,1.7,75,60,2021,70,14.5,28.5,NA,NA,NA
3461,LTER4,BR,P1,Poc,1.7,46,0,2013,NA,NA,NA,NA,NA,NA
3461,LTER4,BR,P1,Poc,1.7,46,0,2014,NA,NA,NA,NA,NA,NA
3461,LTER4,BR,P1,Poc,1.7,46,0,2015,NA,NA,NA,NA,NA,NA
3461,LTER4,BR,P1,Poc,1.7,46,0,2016,NA,NA,NA,NA,NA,NA
3461,LTER4,BR,P1,Poc,1.7,46,0,2017,NA,NA,NA,NA,NA,NA
3461,LTER4,BR,P1,Poc,1.7,46,0,2018,NA,NA,NA,NA,NA,NA
3461,LTER4,BR,P1,Poc,1.7,46,0,2019,12,11,6.5,JG,NA,NA
3461,LTER4,BR,P1,Poc,1.7,46,0,2020,5,5,5,EW,NA,NA
3461,LTER4,BR,P1,Poc,1.7,46,0,2021,NA,NA,NA,MK,D,NA
3462,LTER4,BR,P1,Poc,1.7,7,90,2013,NA,NA,NA,MK,NA,NA
3462,LTER4,BR,P1,Poc,1.7,7,90,2014,NA,NA,NA,EW,NA,NA
3462,LTER4,BR,P1,Poc,1.7,7,90,2015,NA,NA,NA,HSL,NA,NA
3462,LTER4,BR,P1,Poc,1.7,7,90,2016,5,3.3,2.5,HSL,NA,NA
3462,LTER4,BR,P1,Poc,1.7,7,90,2017,NA,NA,NA,NA,NA,NA
3462,LTER4,BR,P1,Poc,1.7,7,90,2018,NA,NA,NA,EW,D,D
3462,LTER4,BR,P1,Poc,1.7,7,90,2019,NA,NA,NA,JG,NA,NA
3462,LTER4,BR,P1,Poc,1.7,7,90,2020,NA,NA,NA,NA,NA,NA
3462,LTER4,BR,P1,Poc,1.7,7,90,2021,NA,NA,NA,NA,NA,NA
3463,LTER4,BR,P1,Poc,1.8,98,33,2013,NA,NA,NA,MK,NA,NA
3463,LTER4,BR,P1,Poc,1.8,98,33,2014,1.2,1.1,0.4,EW,R,NA
3463,LTER4,BR,P1,Poc,1.8,98,33,2015,NA,NA,NA,HSL,D,NA
3463,LTER4,BR,P1,Poc,1.8,98,33,2016,NA,NA,NA,HSL,NA,NA
3463,LTER4,BR,P1,Poc,1.8,98,33,2017,NA,NA,NA,NA,NA,NA
3463,LTER4,BR,P1,Poc,1.8,98,33,2018,NA,NA,NA,EW,NA,NA
3463,LTER4,BR,P1,Poc,1.8,98,33,2019,NA,NA,NA,JG,NA,NA
3463,LTER4,BR,P1,Poc,1.8,98,33,2020,NA,NA,NA,NA,NA,NA
3463,LTER4,BR,P1,Poc,1.8,98,33,2021,NA,NA,NA,NA,NA,NA
3464,LTER4,BR,P1,Acr,1.83,30,11,2013,NA,NA,NA,NA,NA,NA
3464,LTER4,BR,P1,Acr,1.83,30,11,2014,NA,NA,NA,NA,NA,NA
3464,LTER4,BR,P1,Acr,1.83,30,11,2015,NA,NA,NA,NA,NA,NA
3464,LTER4,BR,P1,Acr,1.83,30,11,2016,NA,NA,NA,NA,NA,NA
3464,LTER4,BR,P1,Acr,1.83,30,11,2017,NA,NA,NA,NA,NA,NA
3464,LTER4,BR,P1,Acr,1.83,30,11,2018,NA,NA,NA,NA,NA,NA
3464,LTER4,BR,P1,Acr,1.83,30,11,2019,7,5,4,JG,NA,check z
3464,LTER4,BR,P1,Acr,1.83,30,11,2020,14,11,9,EW,NA,NA
3464,LTER4,BR,P1,Acr,1.83,30,11,2021,13.3,11.3,7.5,MK,NA,NA
3465,LTER4,BR,P1,Acr,1.92,22,85,2013,5.3,3.4,3.5,MK,NA,NA
3465,LTER4,BR,P1,Acr,1.92,22,85,2014,NA,NA,NA,EW,D,NA
3465,LTER4,BR,P1,Acr,1.92,22,85,2015,NA,NA,NA,HSL,NA,NA
3465,LTER4,BR,P1,Acr,1.92,22,85,2016,NA,NA,NA,HSL,NA,NA
3465,LTER4,BR,P1,Acr,1.92,22,85,2017,NA,NA,NA,NA,NA,NA
3465,LTER4,BR,P1,Acr,1.92,22,85,2018,NA,NA,NA,EW,NA,NA
3465,LTER4,BR,P1,Acr,1.92,22,85,2019,NA,NA,NA,JG,NA,NA
3465,LTER4,BR,P1,Acr,1.92,22,85,2020,NA,NA,NA,NA,NA,NA
3465,LTER4,BR,P1,Acr,1.92,22,85,2021,NA,NA,NA,NA,NA,NA
3466,LTER4,BR,P1,Acr,2,27,87,2013,5.7,4,5.9,MK,NA,NA
3466,LTER4,BR,P1,Acr,2,27,87,2014,6.2,5.6,3.4,EW,NA,NA
3466,LTER4,BR,P1,Acr,2,27,87,2015,7,7,4,HSL,NA,NA
3466,LTER4,BR,P1,Acr,2,27,87,2016,8.3,7.7,4.5,HSL,NA,NA
3466,LTER4,BR,P1,Acr,2,27,87,2017,NA,NA,NA,NA,NA,NA
3466,LTER4,BR,P1,Acr,2,27,87,2018,12.7,11,6.8,EW,NA,NA
3466,LTER4,BR,P1,Acr,2,27,87,2019,13,9,7,JG,NA,NA
3466,LTER4,BR,P1,Acr,2,27,87,2020,NA,NA,NA,EW,D,NA
3466,LTER4,BR,P1,Acr,2,27,87,2021,NA,NA,NA,NA,NA,NA
3467,LTER4,BR,P1,Poc,2,20,90,2013,NA,NA,NA,MK,NA,NA
3467,LTER4,BR,P1,Poc,2,20,90,2014,NA,NA,NA,EW,NA,NA
3467,LTER4,BR,P1,Poc,2,20,90,2015,8,4,2.5,HSL,R,NA
3467,LTER4,BR,P1,Poc,2,20,90,2016,11.1,5.5,5.5,HSL,NA,NA
3467,LTER4,BR,P1,Poc,2,20,90,2017,NA,NA,NA,NA,NA,NA
3467,LTER4,BR,P1,Poc,2,20,90,2018,NA,NA,NA,EW,NA,D
3467,LTER4,BR,P1,Poc,2,20,90,2019,NA,NA,NA,JG,NA,NA
3467,LTER4,BR,P1,Poc,2,20,90,2020,NA,NA,NA,NA,NA,NA
3467,LTER4,BR,P1,Poc,2,20,90,2021,NA,NA,NA,NA,NA,NA
3468,LTER4,BR,P1,Poc,2.5,50,40,2013,NA,NA,NA,NA,NA,NA
3468,LTER4,BR,P1,Poc,2.5,50,40,2014,NA,NA,NA,NA,NA,NA
3468,LTER4,BR,P1,Poc,2.5,50,40,2015,NA,NA,NA,NA,NA,NA
3468,LTER4,BR,P1,Poc,2.5,50,40,2016,NA,NA,NA,NA,NA,NA
3468,LTER4,BR,P1,Poc,2.5,50,40,2017,NA,NA,NA,NA,NA,NA
3468,LTER4,BR,P1,Poc,2.5,50,40,2018,NA,NA,NA,NA,NA,NA
3468,LTER4,BR,P1,Poc,2.5,50,40,2019,8.5,7,4,JG,NA,NA
3468,LTER4,BR,P1,Poc,2.5,50,40,2020,NA,NA,NA,EW,D,NA
3468,LTER4,BR,P1,Poc,2.5,50,40,2021,NA,NA,NA,NA,NA,NA
3469,LTER4,BR,P1,Poc,2.55,70,50,2013,NA,NA,NA,NA,NA,NA
3469,LTER4,BR,P1,Poc,2.55,70,50,2014,NA,NA,NA,NA,NA,NA
3469,LTER4,BR,P1,Poc,2.55,70,50,2015,NA,NA,NA,NA,NA,NA
3469,LTER4,BR,P1,Poc,2.55,70,50,2016,NA,NA,NA,NA,NA,NA
3469,LTER4,BR,P1,Poc,2.55,70,50,2017,NA,NA,NA,NA,NA,NA
3469,LTER4,BR,P1,Poc,2.55,70,50,2018,NA,NA,NA,NA,NA,NA
3469,LTER4,BR,P1,Poc,2.55,70,50,2019,6.5,3.5,2,JG,NA,NA
3469,LTER4,BR,P1,Poc,2.55,70,50,2020,4.5,3,3,EW,NA,NA
3469,LTER4,BR,P1,Poc,2.55,70,50,2021,NA,NA,NA,MK,D,NA
3470,LTER4,BR,P1,Poc,2.6,40,10,2013,NA,NA,NA,NA,NA,NA
3470,LTER4,BR,P1,Poc,2.6,40,10,2014,NA,NA,NA,NA,NA,NA
3470,LTER4,BR,P1,Poc,2.6,40,10,2015,NA,NA,NA,NA,NA,NA
3470,LTER4,BR,P1,Poc,2.6,40,10,2016,NA,NA,NA,NA,NA,NA
3470,LTER4,BR,P1,Poc,2.6,40,10,2017,NA,NA,NA,NA,NA,NA
3470,LTER4,BR,P1,Poc,2.6,40,10,2018,NA,NA,NA,NA,NA,NA
3470,LTER4,BR,P1,Poc,2.6,40,10,2019,NA,NA,NA,NA,NA,NA
3470,LTER4,BR,P1,Poc,2.6,40,10,2020,2.5,3,3,EW,NA,NA
3470,LTER4,BR,P1,Poc,2.6,40,10,2021,NA,NA,NA,MK,D,NA
3471,LTER4,BR,P1,Poc,2.63,78,16,2013,7.8,4,6.9,MK,NA,NA
3471,LTER4,BR,P1,Poc,2.63,78,16,2014,11.6,8.6,5.8,EW,NA,NA
3471,LTER4,BR,P1,Poc,2.63,78,16,2015,12.5,11,9,HSL,NA,NA
3471,LTER4,BR,P1,Poc,2.63,78,16,2016,15.5,11.5,9.5,HSL,NA,NA
3471,LTER4,BR,P1,Poc,2.63,78,16,2017,NA,NA,NA,NA,NA,NA
3471,LTER4,BR,P1,Poc,2.63,78,16,2018,13.8,14.3,8.3,EW,NA,NA
3471,LTER4,BR,P1,Poc,2.63,78,16,2019,18,16,13,JG,NA,NA
3471,LTER4,BR,P1,Poc,2.63,78,16,2020,22,13,15,EW,NA,NA
3471,LTER4,BR,P1,Poc,2.63,78,16,2021,27.2,19.7,18,MK,NA,NA
3472,LTER4,BR,P1,Poc,2.63,50,50,2013,NA,NA,NA,NA,NA,NA
3472,LTER4,BR,P1,Poc,2.63,50,50,2014,NA,NA,NA,NA,NA,NA
3472,LTER4,BR,P1,Poc,2.63,50,50,2015,NA,NA,NA,NA,NA,NA
3472,LTER4,BR,P1,Poc,2.63,50,50,2016,NA,NA,NA,NA,NA,NA
3472,LTER4,BR,P1,Poc,2.63,50,50,2017,NA,NA,NA,NA,NA,NA
3472,LTER4,BR,P1,Poc,2.63,50,50,2018,NA,NA,NA,NA,NA,NA
3472,LTER4,BR,P1,Poc,2.63,50,50,2019,5,4.5,3.7,JG,NA,NA
3472,LTER4,BR,P1,Poc,2.63,50,50,2020,NA,NA,NA,EW,D,NA
3472,LTER4,BR,P1,Poc,2.63,50,50,2021,NA,NA,NA,NA,NA,NA
3473,LTER4,BR,P1,Poc,2.65,75,16,2013,NA,NA,NA,MK,NA,NA
3473,LTER4,BR,P1,Poc,2.65,75,16,2014,NA,NA,NA,EW,NA,NA
3473,LTER4,BR,P1,Poc,2.65,75,16,2015,NA,NA,NA,HSL,NA,NA
3473,LTER4,BR,P1,Poc,2.65,75,16,2016,1.4,1,1,HSL,R,NA
3473,LTER4,BR,P1,Poc,2.65,75,16,2017,NA,NA,NA,NA,NA,NA
3473,LTER4,BR,P1,Poc,2.65,75,16,2018,5.1,4.5,3.2,EW,NA,NA
3473,LTER4,BR,P1,Poc,2.65,75,16,2019,11,5,5,JG,NA,NA
3473,LTER4,BR,P1,Poc,2.65,75,16,2020,NA,NA,NA,EW,D,NA
3473,LTER4,BR,P1,Poc,2.65,75,16,2021,NA,NA,NA,NA,NA,NA
3474,LTER4,BR,P1,Poc,2.75,45,22,2013,NA,NA,NA,MK,NA,NA
3474,LTER4,BR,P1,Poc,2.75,45,22,2014,2.7,1.7,0.2,EW,R,NA
3474,LTER4,BR,P1,Poc,2.75,45,22,2015,NA,NA,NA,HSL,D,NA
3474,LTER4,BR,P1,Poc,2.75,45,22,2016,NA,NA,NA,HSL,NA,NA
3474,LTER4,BR,P1,Poc,2.75,45,22,2017,NA,NA,NA,NA,NA,NA
3474,LTER4,BR,P1,Poc,2.75,45,22,2018,NA,NA,NA,EW,NA,NA
3474,LTER4,BR,P1,Poc,2.75,45,22,2019,NA,NA,NA,JG,NA,NA
3474,LTER4,BR,P1,Poc,2.75,45,22,2020,NA,NA,NA,NA,NA,NA
3474,LTER4,BR,P1,Poc,2.75,45,22,2021,NA,NA,NA,NA,NA,NA
3475,LTER4,BR,P1,Poc,2.85,35,1,2013,NA,NA,NA,MK,NA,NA
3475,LTER4,BR,P1,Poc,2.85,35,1,2014,3.2,2,1.6,EW,R,NA
3475,LTER4,BR,P1,Poc,2.85,35,1,2015,NA,NA,NA,HSL,D,NA
3475,LTER4,BR,P1,Poc,2.85,35,1,2016,NA,NA,NA,HSL,NA,NA
3475,LTER4,BR,P1,Poc,2.85,35,1,2017,NA,NA,NA,NA,NA,NA
3475,LTER4,BR,P1,Poc,2.85,35,1,2018,NA,NA,NA,EW,NA,NA
3475,LTER4,BR,P1,Poc,2.85,35,1,2019,NA,NA,NA,JG,NA,NA
3475,LTER4,BR,P1,Poc,2.85,35,1,2020,NA,NA,NA,NA,NA,NA
3475,LTER4,BR,P1,Poc,2.85,35,1,2021,NA,NA,NA,NA,NA,NA
3476,LTER4,BR,P1,Poc,3.25,28,0,2013,NA,NA,NA,NA,NA,NA
3476,LTER4,BR,P1,Poc,3.25,28,0,2014,NA,NA,NA,NA,NA,NA
3476,LTER4,BR,P1,Poc,3.25,28,0,2015,NA,NA,NA,NA,NA,NA
3476,LTER4,BR,P1,Poc,3.25,28,0,2016,NA,NA,NA,NA,NA,NA
3476,LTER4,BR,P1,Poc,3.25,28,0,2017,NA,NA,NA,NA,NA,NA
3476,LTER4,BR,P1,Poc,3.25,28,0,2018,6.5,6.9,3.4,EW,NA,NA
3476,LTER4,BR,P1,Poc,3.25,28,0,2019,30,27,25,JG,NA,NA
3476,LTER4,BR,P1,Poc,3.25,28,0,2020,29,26,17,EW,NA,NA
3476,LTER4,BR,P1,Poc,3.25,28,0,2021,33,33.3,18.8,MK,NA,NA
3477,LTER4,BR,P1,Poc,3.36,50,14,2013,11.5,9.5,8,MK,NA,NA
3477,LTER4,BR,P1,Poc,3.36,50,14,2014,13.6,11.4,12.4,EW,NA,NA
3477,LTER4,BR,P1,Poc,3.36,50,14,2015,17,14.5,10,HSL,NA,NA
3477,LTER4,BR,P1,Poc,3.36,50,14,2016,18.9,14.5,14,HSL,NA,NA
3477,LTER4,BR,P1,Poc,3.36,50,14,2017,NA,NA,NA,NA,NA,NA
3477,LTER4,BR,P1,Poc,3.36,50,14,2018,25.5,18,14.4,EW,NA,NA
3477,LTER4,BR,P1,Poc,3.36,50,14,2019,NA,NA,NA,JG,D,Gone
3477,LTER4,BR,P1,Poc,3.36,50,14,2020,NA,NA,NA,NA,NA,NA
3477,LTER4,BR,P1,Poc,3.36,50,14,2021,NA,NA,NA,NA,NA,NA
3478,LTER4,BR,P1,Poc,3.4,55,14,2013,NA,NA,NA,MK,NA,NA
3478,LTER4,BR,P1,Poc,3.4,55,14,2014,NA,NA,NA,EW,NA,NA
3478,LTER4,BR,P1,Poc,3.4,55,14,2015,4,4,4,HSL,NA,NA
3478,LTER4,BR,P1,Poc,3.4,55,14,2016,6.2,6,4,HSL,NA,NA
3478,LTER4,BR,P1,Poc,3.4,55,14,2017,NA,NA,NA,NA,NA,NA
3478,LTER4,BR,P1,Poc,3.4,55,14,2018,NA,NA,NA,EW,D,D
3478,LTER4,BR,P1,Poc,3.4,55,14,2019,NA,NA,NA,JG,NA,NA
3478,LTER4,BR,P1,Poc,3.4,55,14,2020,NA,NA,NA,NA,NA,NA
3478,LTER4,BR,P1,Poc,3.4,55,14,2021,NA,NA,NA,NA,NA,NA
3479,LTER4,BR,P1,Poc,3.53,34,10,2013,3.2,2.7,3.4,MK,NA,NA
3479,LTER4,BR,P1,Poc,3.53,34,10,2014,NA,NA,NA,EW,D,NA
3479,LTER4,BR,P1,Poc,3.53,34,10,2015,NA,NA,NA,HSL,NA,NA
3479,LTER4,BR,P1,Poc,3.53,34,10,2016,NA,NA,NA,HSL,NA,NA
3479,LTER4,BR,P1,Poc,3.53,34,10,2017,NA,NA,NA,NA,NA,NA
3479,LTER4,BR,P1,Poc,3.53,34,10,2018,NA,NA,NA,EW,NA,NA
3479,LTER4,BR,P1,Poc,3.53,34,10,2019,NA,NA,NA,JG,NA,NA
3479,LTER4,BR,P1,Poc,3.53,34,10,2020,NA,NA,NA,NA,NA,NA
3479,LTER4,BR,P1,Poc,3.53,34,10,2021,NA,NA,NA,NA,NA,NA
3480,LTER4,BR,P1,Poc,3.7,43,0,2013,NA,NA,NA,NA,NA,NA
3480,LTER4,BR,P1,Poc,3.7,43,0,2014,NA,NA,NA,NA,NA,NA
3480,LTER4,BR,P1,Poc,3.7,43,0,2015,NA,NA,NA,NA,NA,NA
3480,LTER4,BR,P1,Poc,3.7,43,0,2016,NA,NA,NA,NA,NA,NA
3480,LTER4,BR,P1,Poc,3.7,43,0,2017,NA,NA,NA,NA,NA,NA
3480,LTER4,BR,P1,Poc,3.7,43,0,2018,1.9,1.6,1,EW,NA,R
3480,LTER4,BR,P1,Poc,3.7,43,0,2019,NA,NA,NA,JG,D,Gone
3480,LTER4,BR,P1,Poc,3.7,43,0,2020,NA,NA,NA,NA,NA,NA
3480,LTER4,BR,P1,Poc,3.7,43,0,2021,NA,NA,NA,NA,NA,NA
3481,LTER4,BR,P1,Poc,3.91,75,0,2013,NA,NA,NA,MK,NA,NA
3481,LTER4,BR,P1,Poc,3.91,75,0,2014,NA,NA,NA,EW,NA,NA
3481,LTER4,BR,P1,Poc,3.91,75,0,2015,NA,NA,NA,HSL,NA,NA
3481,LTER4,BR,P1,Poc,3.91,75,0,2016,3.1,3.5,6,HSL,Lo,NA
3481,LTER4,BR,P1,Poc,3.91,75,0,2017,NA,NA,NA,NA,NA,NA
3481,LTER4,BR,P1,Poc,3.91,75,0,2018,NA,NA,NA,EW,D,D
3481,LTER4,BR,P1,Poc,3.91,75,0,2019,NA,NA,NA,JG,NA,NA
3481,LTER4,BR,P1,Poc,3.91,75,0,2020,NA,NA,NA,NA,NA,NA
3481,LTER4,BR,P1,Poc,3.91,75,0,2021,NA,NA,NA,NA,NA,NA
3482,LTER4,BR,P1,Poc,3.95,25,0,2013,NA,NA,NA,MK,NA,NA
3482,LTER4,BR,P1,Poc,3.95,25,0,2014,NA,NA,NA,EW,NA,NA
3482,LTER4,BR,P1,Poc,3.95,25,0,2015,3,2.5,1,HSL,R,NA
3482,LTER4,BR,P1,Poc,3.95,25,0,2016,4.2,3.3,2.3,HSL,NA,NA
3482,LTER4,BR,P1,Poc,3.95,25,0,2017,NA,NA,NA,NA,NA,NA
3482,LTER4,BR,P1,Poc,3.95,25,0,2018,NA,NA,NA,EW,NA,D
3482,LTER4,BR,P1,Poc,3.95,25,0,2019,NA,NA,NA,JG,NA,NA
3482,LTER4,BR,P1,Poc,3.95,25,0,2020,NA,NA,NA,NA,NA,NA
3482,LTER4,BR,P1,Poc,3.95,25,0,2021,NA,NA,NA,NA,NA,NA
3483,LTER4,BR,P1,Poc,3.99,55,30,2013,NA,NA,NA,NA,NA,NA
3483,LTER4,BR,P1,Poc,3.99,55,30,2014,NA,NA,NA,NA,NA,NA
3483,LTER4,BR,P1,Poc,3.99,55,30,2015,NA,NA,NA,NA,NA,NA
3483,LTER4,BR,P1,Poc,3.99,55,30,2016,NA,NA,NA,NA,NA,NA
3483,LTER4,BR,P1,Poc,3.99,55,30,2017,NA,NA,NA,NA,NA,NA
3483,LTER4,BR,P1,Poc,3.99,55,30,2018,1.4,1.1,1,EW,NA,R
3483,LTER4,BR,P1,Poc,3.99,55,30,2019,NA,NA,NA,JG,D,Gone
3483,LTER4,BR,P1,Poc,3.99,55,30,2020,NA,NA,NA,NA,NA,NA
3483,LTER4,BR,P1,Poc,3.99,55,30,2021,NA,NA,NA,NA,NA,NA
3484,LTER4,BR,P1,Poc,4.09,52,30,2013,NA,NA,NA,NA,NA,NA
3484,LTER4,BR,P1,Poc,4.09,52,30,2014,NA,NA,NA,NA,NA,NA
3484,LTER4,BR,P1,Poc,4.09,52,30,2015,NA,NA,NA,NA,NA,NA
3484,LTER4,BR,P1,Poc,4.09,52,30,2016,NA,NA,NA,NA,NA,NA
3484,LTER4,BR,P1,Poc,4.09,52,30,2017,NA,NA,NA,NA,NA,NA
3484,LTER4,BR,P1,Poc,4.09,52,30,2018,3,1.9,1,EW,NA,R
3484,LTER4,BR,P1,Poc,4.09,52,30,2019,NA,NA,NA,JG,D,Gone
3484,LTER4,BR,P1,Poc,4.09,52,30,2020,NA,NA,NA,NA,NA,NA
3484,LTER4,BR,P1,Poc,4.09,52,30,2021,NA,NA,NA,NA,NA,NA
3485,LTER4,BR,P1,Por,4.5,85,85,2013,NA,NA,NA,NA,NA,NA
3485,LTER4,BR,P1,Por,4.5,85,85,2014,NA,NA,NA,NA,NA,NA
3485,LTER4,BR,P1,Por,4.5,85,85,2015,NA,NA,NA,NA,NA,NA
3485,LTER4,BR,P1,Por,4.5,85,85,2016,NA,NA,NA,NA,NA,NA
3485,LTER4,BR,P1,Por,4.5,85,85,2017,NA,NA,NA,NA,NA,NA
3485,LTER4,BR,P1,Por,4.5,85,85,2018,NA,NA,NA,NA,NA,NA
3485,LTER4,BR,P1,Por,4.5,85,85,2019,26.5,15.7,11.7,JG,NA,check z
3485,LTER4,BR,P1,Por,4.5,85,85,2020,28,27,20,EW,NA,NA
3485,LTER4,BR,P1,Por,4.5,85,85,2021,NA,20.5,31,MK,NA,NA
3486,LTER4,BR,P1,Poc,4.5,70,16,2013,NA,NA,NA,NA,NA,NA
3486,LTER4,BR,P1,Poc,4.5,70,16,2014,NA,NA,NA,NA,NA,NA
3486,LTER4,BR,P1,Poc,4.5,70,16,2015,NA,NA,NA,NA,NA,NA
3486,LTER4,BR,P1,Poc,4.5,70,16,2016,NA,NA,NA,NA,NA,NA
3486,LTER4,BR,P1,Poc,4.5,70,16,2017,NA,NA,NA,NA,NA,NA
3486,LTER4,BR,P1,Poc,4.5,70,16,2018,NA,NA,NA,NA,NA,NA
3486,LTER4,BR,P1,Poc,4.5,70,16,2019,6,4.4,5.8,JG,NA,NA
3486,LTER4,BR,P1,Poc,4.5,70,16,2020,NA,NA,NA,EW,D,NA
3486,LTER4,BR,P1,Poc,4.5,70,16,2021,NA,NA,NA,NA,NA,NA
3487,LTER4,BR,P1,Poc,4.68,43,44,2013,16,11.5,13.8,MK,NA,NA
3487,LTER4,BR,P1,Poc,4.68,43,44,2014,17,13.6,15.5,EW,NA,NA
3487,LTER4,BR,P1,Poc,4.68,43,44,2015,21,15,16.9,HSL,NA,NA
3487,LTER4,BR,P1,Poc,4.68,43,44,2016,26,19,18,HSL,NA,NA
3487,LTER4,BR,P1,Poc,4.68,43,44,2017,NA,NA,NA,NA,NA,NA
3487,LTER4,BR,P1,Poc,4.68,43,44,2018,36.1,26,25.7,EW,NA,NA
3487,LTER4,BR,P1,Poc,4.68,43,44,2019,50,30,29,JG,NA,NA
3487,LTER4,BR,P1,Poc,4.68,43,44,2020,41,28,30,EW,NA,NA
3487,LTER4,BR,P1,Poc,4.68,43,44,2021,52.1,36,35.1,MK,NA,NA
3488,LTER4,BR,P1,Poc,4.69,60,24,2013,NA,NA,NA,MK,NA,NA
3488,LTER4,BR,P1,Poc,4.69,60,24,2014,1.1,1,0.2,EW,R,NA
3488,LTER4,BR,P1,Poc,4.69,60,24,2015,4,3,1,HSL,NA,NA
3488,LTER4,BR,P1,Poc,4.69,60,24,2016,NA,NA,NA,HSL,D,NA
3488,LTER4,BR,P1,Poc,4.69,60,24,2017,NA,NA,NA,NA,NA,NA
3488,LTER4,BR,P1,Poc,4.69,60,24,2018,NA,NA,NA,EW,NA,NA
3488,LTER4,BR,P1,Poc,4.69,60,24,2019,NA,NA,NA,JG,NA,NA
3488,LTER4,BR,P1,Poc,4.69,60,24,2020,NA,NA,NA,NA,NA,NA
3488,LTER4,BR,P1,Poc,4.69,60,24,2021,NA,NA,NA,NA,NA,NA
3489,LTER4,BR,P1,Por,4.7,40,50,2013,NA,NA,NA,MK,NA,NA
3489,LTER4,BR,P1,Por,4.7,40,50,2014,NA,NA,NA,EW,NA,NA
3489,LTER4,BR,P1,Por,4.7,40,50,2015,NA,NA,NA,HSL,NA,NA
3489,LTER4,BR,P1,Por,4.7,40,50,2016,29.4,23,21,HSL,NA,NA
3489,LTER4,BR,P1,Por,4.7,40,50,2017,NA,NA,NA,NA,NA,NA
3489,LTER4,BR,P1,Por,4.7,40,50,2018,35,41,25,EW,NA,NA
3489,LTER4,BR,P1,Por,4.7,40,50,2019,NA,NA,NA,JG,D,Gone
3489,LTER4,BR,P1,Por,4.7,40,50,2020,NA,NA,NA,NA,NA,NA
3489,LTER4,BR,P1,Por,4.7,40,50,2021,NA,NA,NA,NA,NA,NA
3490,LTER4,BR,P1,Poc,4.7,64,70,2013,NA,NA,NA,MK,NA,NA
3490,LTER4,BR,P1,Poc,4.7,64,70,2014,2.5,1.5,1.6,EW,R,NA
3490,LTER4,BR,P1,Poc,4.7,64,70,2015,5,4,4,HSL,NA,NA
3490,LTER4,BR,P1,Poc,4.7,64,70,2016,9.3,5.2,5.2,HSL,NA,NA
3490,LTER4,BR,P1,Poc,4.7,64,70,2017,NA,NA,NA,NA,NA,NA
3490,LTER4,BR,P1,Poc,4.7,64,70,2018,13,14,11.7,EW,NA,NA
3490,LTER4,BR,P1,Poc,4.7,64,70,2019,21,14,11.5,JG,NA,NA
3490,LTER4,BR,P1,Poc,4.7,64,70,2020,18,14,17,EW,NA,NA
3490,LTER4,BR,P1,Poc,4.7,64,70,2021,23.3,19.3,19.5,MK,NA,NA
3491,LTER4,BR,P1,Poc,4.75,50,27,2013,NA,NA,NA,MK,NA,NA
3491,LTER4,BR,P1,Poc,4.75,50,27,2014,NA,NA,NA,EW,NA,NA
3491,LTER4,BR,P1,Poc,4.75,50,27,2015,NA,NA,NA,HSL,NA,NA
3491,LTER4,BR,P1,Poc,4.75,50,27,2016,5,3,1.5,HSL,NA,NA
3491,LTER4,BR,P1,Poc,4.75,50,27,2017,NA,NA,NA,NA,NA,NA
3491,LTER4,BR,P1,Poc,4.75,50,27,2018,NA,NA,NA,EW,D,D
3491,LTER4,BR,P1,Poc,4.75,50,27,2019,NA,NA,NA,JG,NA,NA
